municipio,data,confirmado,suspeito,lat,lon,morte,codigo_ibge,populacao_estimada_2019,incidencia,mortalidade
Acari,2020-07-15,40,167,-6.43395,-36.63959,3,240010,11136,359.1954023,26.93965517
Açu,2020-07-15,627,663,-5.57621,-36.91483,33,240020,58017,1080.717721,56.87988004
Afonso Bezerra,2020-07-15,56,45,-5.50095,-36.50317,5,240030,11035,507.4762121,45.31037608
Água Nova,2020-07-15,3,3,-6.20748,-38.29327,,240040,3252,92.25092251,0
Alexandria,2020-07-15,25,33,-6.40831,-38.01499,2,240050,13577,184.1349341,14.73079473
Almino Afonso,2020-07-15,15,30,-6.15239,-37.76711,,240060,4735,316.7898627,0
Alto do Rodrigues,2020-07-15,220,144,-5.29508,-36.76236,9,240070,14529,1514.212953,61.94507537
Angicos,2020-07-15,81,136,-5.67997,-36.60629,2,240080,11714,691.48028,17.07358716
Antônio Martins,2020-07-15,3,12,-6.21583,-37.88829,1,240090,7145,41.98740378,13.99580126
Apodi,2020-07-15,974,143,-5.66309,-37.7982,15,240100,35845,2717.254847,41.84684056
Areia Branca,2020-07-15,610,541,-4.95542,-37.13027,43,240110,27774,2196.298697,154.8210557
Arês,2020-07-15,145,206,-6.19552,-35.17176,1,240120,14306,1013.560744,6.990074095
Baía Formosa,2020-07-15,57,39,-6.37124,-35.00528,2,240140,9271,614.8204077,21.57264589
Baraúna,2020-07-15,248,80,-5.07941,-37.61694,10,240145,28374,874.0396137,35.24353281
Barcelona,2020-07-15,22,8,-5.95042,-35.926,,240150,3998,550.2751376,0
Bento Fernandes,2020-07-15,18,8,-5.69366,-35.8213,1,240160,5497,327.4513371,18.19174095
Boa Saúde,2020-07-15,24,40,-6.15681,-35.60446,,240530,10181,235.7332286,0
Bodó,2020-07-15,3,17,-5.98711,-36.41332,,240165,2223,134.9527665,0
Bom Jesus,2020-07-15,81,43,-5.98536,-35.58444,1,240170,10210,793.3398629,9.794319295
Brejinho,2020-07-15,101,61,-6.20412,-35.3654,3,240180,12699,795.3382156,23.62390739
Caiçara do Norte,2020-07-15,61,41,-5.06428,-36.05275,2,240185,6549,931.4399145,30.53901359
Caiçara do Rio do Vento,2020-07-15,57,21,-5.7576,-35.9978,1,240190,3684,1547.23127,27.14440825
Caicó,2020-07-15,551,935,-6.46037,-37.09819,11,240200,67952,810.866494,16.18789734
Campo Grande,2020-07-15,21,15,-5.86221,-37.31171,,240130,9655,217.503884,0
Campo Redondo,2020-07-15,85,11,-6.24361,-36.18325,2,240210,11217,757.7783721,17.83007934
Canguaretama,2020-07-15,167,263,-6.37781,-35.13433,13,240220,34276,487.2213794,37.92741277
Caraúbas,2020-07-15,186,91,-5.78784,-37.55911,3,240230,20493,907.6269946,14.63914507
Carnaúba dos Dantas,2020-07-15,27,132,-6.55706,-36.59243,3,240240,8180,330.0733496,36.67481663
Carnaubais,2020-07-15,79,70,-5.34,-36.8305,4,240250,10759,734.2689841,37.17817641
