municipio,data,confirmado,suspeito,lat,lon,morte,codigo_ibge,populacao_estimada_2019,incidencia,mortalidade
Carnaúba dos Dantas,2020-07-20,28,136,-6.55706,-36.59243,3,240240,8180,342.2982885,36.67481663
Carnaubais,2020-07-20,85,80,-5.34,-36.8305,4,240250,10759,790.0362487,37.17817641
Ceará-Mirim,2020-07-20,609,445,-5.6352,-35.4196,31,240260,73497,828.6052492,42.17859232
Cerro Corá,2020-07-20,22,65,-6.04645,-36.34773,1,240270,11179,196.7975669,8.945343948
Coronel Ezequiel,2020-07-20,26,25,-6.38549,-36.21705,,240280,5506,472.2121322,0
Coronel João Pessoa,2020-07-20,6,9,-6.26176,-38.4442,1,240290,4912,122.1498371,20.35830619
Cruzeta,2020-07-20,33,67,-6.41214,-36.78746,1,240300,7998,412.6031508,12.50312578
Currais Novos,2020-07-20,343,320,-6.25708,-36.51196,10,240310,44786,765.8643326,22.3284062
Doutor Severiano,2020-07-20,19,7,-6.09469,-38.37369,1,240320,7076,268.5132843,14.13227812
Encanto,2020-07-20,28,15,-6.11311,-38.30996,3,240330,5638,496.6300106,53.21035828
Equador,2020-07-20,13,13,-6.94464,-36.71772,,240340,6045,215.0537634,0
Espírito Santo,2020-07-20,119,44,-6.33285,-35.31054,6,240350,10505,1132.793908,57.11565921
Extremoz,2020-07-20,412,469,-5.70592,-35.30274,23,240360,28583,1441.416226,80.4674107
Felipe Guerra,2020-07-20,89,10,-5.59829,-37.69658,1,240370,5985,1487.050961,16.70843776
Fernando Pedroza,2020-07-20,19,46,-5.69707,-36.53091,,240375,3054,622.134905,0
Florânia,2020-07-20,63,218,-6.12226,-36.8103,4,240380,9116,691.0925845,43.87889425
Francisco Dantas,2020-07-20,5,27,-6.08879,-38.12427,,240390,2824,177.0538244,0
Frutuoso Gomes,2020-07-20,9,3,-6.15907,-37.84093,,240400,4068,221.2389381,0
Galinhos,2020-07-20,45,7,-5.09233,-36.27439,,240410,2786,1615.218952,0
Goianinha,2020-07-20,306,255,-6.26803,-35.20846,7,240420,26328,1162.260711,26.58766332
Governador Dix-Sept Rosado,2020-07-20,92,83,-5.45588,-37.51945,1,240430,13037,705.683823,7.670476337
Grossos,2020-07-20,197,213,-4.98204,-37.15164,4,240440,10383,1897.332178,38.52451122
Guamaré,2020-07-20,295,360,-5.10822,-36.31985,12,240450,15659,1883.900632,76.63324606
Ielmo Marinho,2020-07-20,97,85,-5.82138,-35.55238,1,240460,13766,704.634607,7.264274299
Ipanguaçu,2020-07-20,121,117,-5.50835,-36.85966,9,240470,15491,781.0987025,58.0982506
Ipueira,2020-07-20,6,12,-6.8169,-37.1982,,240480,2241,267.7376171,0
Itajá,2020-07-20,155,92,-5.63128,-36.86387,2,240485,7548,2053.524112,26.49708532
Itaú,2020-07-20,18,15,-5.84451,-37.99029,,240490,5878,306.2266077,0
Jaçanã,2020-07-20,154,32,-6.42742,-36.20408,,240500,9133,1686.192927,0
Jandaíra,2020-07-20,79,42,-5.357,-36.12584,1,240510,6878,1148.589706,14.53911021
Janduís,2020-07-20,23,48,-6.01718,-37.40641,1,240520,5268,436.5983295,18.98253607
Japi,2020-07-20,15,35,-6.46597,-35.94585,,240540,5055,296.735905,0
Jardim de Angicos,2020-07-20,3,6,-5.65155,-35.97139,,240550,2612,114.8545176,0
Jardim de Piranhas,2020-07-20,202,356,-6.37882,-37.35209,7,240560,14837,1361.461212,47.17934892
Jardim do Seridó,2020-07-20,71,76,-6.58731,-36.77304,2,240570,12396,572.7654082,16.13423685
João Câmara,2020-07-20,256,101,-5.54933,-35.81469,3,240580,34955,732.3701902,8.582463167
João Dias,2020-07-20,1,4,-6.27803,-37.79739,,240590,2654,37.67897513,0
José da Penha,2020-07-20,4,4,-6.31884,-38.28444,,240600,5951,67.21559402,0
Jucurutu,2020-07-20,109,373,-6.03196,-37.01604,4,240610,18295,595.7911998,21.86389724
Jundiá,2020-07-20,31,16,-6.26701,-35.32768,1,240615,3898,795.2796306,25.65418163
Lagoa d'Anta,2020-07-20,66,87,-6.39137,-35.59791,3,240620,6769,975.0332398,44.31969272
Lagoa de Pedras,2020-07-20,21,30,-6.14635,-35.43342,4,240630,7544,278.3669141,53.02226935
Lagoa de Velhos,2020-07-20,51,3,-6.00234,-35.86802,1,240640,2732,1866.764275,36.60322108
Lagoa Nova,2020-07-20,29,16,-6.09447,-36.47148,1,240650,15614,185.7307545,6.404508774
Lagoa Salgada,2020-07-20,46,66,-6.12244,-35.48143,1,240660,8245,557.9138872,12.12856277
Lajes,2020-07-20,49,201,-5.70114,-36.24449,1,240670,11277,434.512725,8.867606633
Lajes Pintadas,2020-07-20,69,22,-6.14999,-36.1168,1,240680,4759,1449.88443,21.01281782
Lucrécia,2020-07-20,6,7,-6.11528,-37.81364,,240690,3996,150.1501502,0
Luís Gomes,2020-07-20,17,30,-6.4133,-38.38689,1,240700,10116,168.0506129,9.88533017
Macaíba,2020-07-20,638,1982,-5.85975,-35.3498,34,240710,80792,789.6821467,42.08337459
Macau,2020-07-20,228,201,-5.11261,-36.63449,15,240720,31814,716.6656189,47.14905388
Major Sales,2020-07-20,5,62,-6.40682,-38.32301,1,240725,4020,124.3781095,24.87562189
Marcelino Vieira,2020-07-20,25,58,-6.29336,-38.16689,,240730,8347,299.5088056,0
Martins,2020-07-20,13,7,-6.09002,-37.91357,,240740,8725,148.9971347,0
Maxaranguape,2020-07-20,119,48,-5.51832,-35.25922,2,240750,12371,961.9270875,16.16684181
Messias Targino,2020-07-20,34,17,-6.07799,-37.51304,1,240760,4601,738.9697892,21.73440556
Montanhas,2020-07-20,90,22,-6.48446,-35.28537,4,240770,11251,799.9288952,35.55239534
Monte Alegre,2020-07-20,161,107,-6.07245,-35.33661,2,240780,22451,717.1172776,8.908289163
Monte das Gameleiras,2020-07-20,8,22,-6.44027,-35.78497,,240790,2105,380.0475059,0
Mossoró,2020-07-20,4301,2849,-5.18784,-37.34422,164,240800,297378,1446.307393,55.14866601
Natal,2020-07-20,16881,27955,-5.79544,-35.21151,666,240810,884122,1909.351877,75.32897044
Nísia Floresta,2020-07-20,252,171,-6.05176,-35.22306,4,240820,27602,912.9773205,14.4917035
Nova Cruz,2020-07-20,323,288,-6.47523,-35.42884,18,240830,37343,864.95461,48.20180489
Olho-d'Água do Borges,2020-07-20,21,3,-5.95575,-37.70363,,240840,4258,493.1892907,0
Ouro Branco,2020-07-20,21,7,-6.70336,-36.94578,,240850,4812,436.4089776,0
Paraná,2020-07-20,7,5,-6.48408,-38.31216,,240860,4254,164.5510108,0
Paraú,2020-07-20,28,18,-5.77734,-37.1016,1,240870,3768,743.0997877,26.53927813
Parazinho,2020-07-20,61,68,-5.22691,-35.83942,,240880,5237,1164.789001,0
Parelhas,2020-07-20,63,275,-6.69242,-36.65892,,240890,21477,293.3370582,0
Parnamirim,2020-07-20,4433,5542,-5.90543,-35.2612,115,240325,261469,1695.420872,43.98226941
Passa e Fica,2020-07-20,79,45,-6.43547,-35.64359,1,240910,13277,595.0139339,7.531821948
Passagem,2020-07-20,25,14,-6.2787,-35.37552,,240920,3089,809.3234056,0
Patu,2020-07-20,20,23,-6.10194,-37.6373,1,240930,12755,156.8012544,7.840062721
Pau dos Ferros,2020-07-20,75,107,-6.1119,-38.20615,2,240940,30394,246.7592288,6.580246101
Pedra Grande,2020-07-20,38,16,-5.15087,-35.87696,,240950,3237,1173.926475,0
Pedra Preta,2020-07-20,6,14,-5.58167,-36.10432,,240960,2458,244.100895,0
Pedro Avelino,2020-07-20,13,19,-5.5205,-36.38722,,240970,6716,193.5675998,0
Pedro Velho,2020-07-20,57,112,-6.43889,-35.22165,1,240980,14806,384.9790625,6.754018641
Pendências,2020-07-20,225,173,-5.25664,-36.71899,13,240990,15129,1487.209994,85.92768855
Pilões,2020-07-20,19,10,-6.26734,-38.0424,,241000,3838,495.049505,0
Poço Branco,2020-07-20,167,39,-5.62055,-35.6598,3,241010,15413,1083.500941,19.46408876
Portalegre,2020-07-20,24,15,-6.0247,-37.98744,,241020,7867,305.071819,0
Porto do Mangue,2020-07-20,52,103,-5.06713,-36.78074,3,241025,6437,807.8297343,46.6055616
Pureza,2020-07-20,80,22,-5.46347,-35.55422,1,241040,9621,831.5143956,10.39392994
Rafael Fernandes,2020-07-20,5,19,-6.19353,-38.22624,,241050,5098,98.07767752,0
Rafael Godeiro,2020-07-20,11,30,-6.07699,-37.71655,,241060,3201,343.6426117,0
Riacho da Cruz,2020-07-20,11,11,-5.93638,-37.94869,1,241070,3579,307.3484213,27.94076558
Riacho de Santana,2020-07-20,8,3,-6.26328,-38.31373,,241080,4204,190.2949572,0
Riachuelo,2020-07-20,120,102,-5.81017,-35.82336,2,241090,8128,1476.377953,24.60629921
Rio do Fogo,2020-07-20,72,90,-5.27472,-35.38253,3,240895,10848,663.7168142,27.65486726
Rodolfo Fernandes,2020-07-20,20,11,-5.78972,-38.06058,,241100,4467,447.7277815,0
Ruy Barbosa,2020-07-20,35,46,-5.88106,-35.93479,,241110,3600,972.2222222,0
Santa Cruz,2020-07-20,262,530,-6.22901,-36.02177,5,241120,39674,660.3821142,12.6027121
Santa Maria,2020-07-20,65,122,-5.83959,-35.69,4,240933,5551,1170.960187,72.05908845
Santana do Matos,2020-07-20,42,130,-5.95806,-36.66102,2,241140,12791,328.3558752,15.63599406
Santana do Seridó,2020-07-20,14,16,-6.77131,-36.73417,1,241142,2680,522.3880597,37.31343284
Santo Antônio,2020-07-20,261,266,-6.31424,-35.47338,11,241150,24136,1081.372224,45.57507458
São Bento do Norte,2020-07-20,50,49,-5.06444,-36.03976,,241160,2747,1820.167455,0
São Bento do Trairí,2020-07-20,45,30,-6.34244,-36.08558,1,241170,4449,1011.46325,22.47696111
São Fernando,2020-07-20,7,28,-6.38232,-37.187,1,241180,3584,195.3125,27.90178571
São Francisco do Oeste,2020-07-20,7,4,-6.00017,-38.16779,,241190,4228,165.5629139,0
São Gonçalo do Amarante,2020-07-20,1776,1233,-5.79319,-35.32883,58,241200,102400,1734.375,56.640625
São João do Sabugi,2020-07-20,15,39,-6.71691,-37.204,1,241210,6193,242.2089456,16.14726304
São José de Mipibu,2020-07-20,702,1228,-6.07368,-35.23786,13,241220,43899,1599.125265,29.61343083
São José do Campestre,2020-07-20,140,167,-6.31186,-35.71555,7,241230,12856,1088.985688,54.44928438
São José do Seridó,2020-07-20,19,32,-6.44938,-36.87973,,241240,4634,410.0129478,0
São Miguel,2020-07-20,79,93,-6.20453,-38.49297,1,241250,23519,335.8986351,4.251881458
São Miguel do Gostoso,2020-07-20,101,116,-5.12432,-35.6358,8,241255,10282,982.2991636,77.80587434
São Paulo do Potengi,2020-07-20,198,465,-5.8929,-35.75645,8,241260,17579,1126.343933,45.50884578
São Pedro,2020-07-20,75,47,-5.89628,-35.63512,4,241270,5971,1256.07101,66.99045386
São Rafael,2020-07-20,103,174,-5.80286,-36.88586,3,241280,8202,1255.79127,36.57644477
São Tomé,2020-07-20,79,119,-5.97253,-36.07673,2,241290,11055,714.6087743,18.09136137
São Vicente,2020-07-20,19,44,-6.2199,-36.68195,,241300,6424,295.765878,0
Senador Elói de Souza,2020-07-20,43,28,-6.03667,-35.69078,,241310,6086,706.5395991,0
Senador Georgino Avelino,2020-07-20,27,22,-6.16267,-35.1247,2,241320,4440,608.1081081,45.04504505
Serra Caiada,2020-07-20,75,24,-6.10684,-35.71098,4,241030,10395,721.5007215,38.48003848
Serra de São Bento,2020-07-20,23,14,-6.41752,-35.70425,,241330,5762,399.1669559,0
Serra do Mel,2020-07-20,117,92,-5.17469,-37.03803,7,241335,11938,980.0636623,58.63628749
Serra Negra do Norte,2020-07-20,111,71,-6.6659,-37.3996,6,241340,8078,1374.102501,74.27581084
Serrinha,2020-07-20,25,38,-6.27779,-35.49992,,241350,6229,401.3485311,0
Serrinha dos Pintos,2020-07-20,8,4,-6.11266,-37.95583,,241355,4800,166.6666667,0
Severiano Melo,2020-07-20,25,48,-5.78209,-37.95747,,241360,2440,1024.590164,0
Sítio Novo,2020-07-20,15,61,-6.1104,-35.91464,,241370,5522,271.6407099,0
Taboleiro Grande,2020-07-20,9,15,-5.92827,-38.04435,1,241380,2566,350.7404521,38.97116134
Taipu,2020-07-20,75,54,-5.62183,-35.59692,2,241390,12279,610.798925,16.28797133
Tangará,2020-07-20,46,59,-6.19953,-35.8009,2,241400,15727,292.4906212,12.71698353
Tenente Ananias,2020-07-20,36,50,-6.46045,-38.18061,3,241410,10786,333.765993,27.81383275
Tenente Laurentino Cruz,2020-07-20,27,35,-6.14641,-36.71766,,241415,5952,453.6290323,0
Tibau,2020-07-20,53,35,-4.84094,-37.2557,2,241105,4106,1290.79396,48.70920604
Tibau do Sul,2020-07-20,143,42,-6.18847,-35.09057,,241420,14180,1008.462623,0
Timbaúba dos Batistas,2020-07-20,16,31,-6.46438,-37.26717,,241430,2414,662.8003314,0
Touros,2020-07-20,349,99,-5.19887,-35.4605,15,241440,33287,1048.457356,45.06263707
Triunfo Potiguar,2020-07-20,14,12,-5.86708,-37.18546,,241445,3237,432.4992277,0
Umarizal,2020-07-20,29,28,-5.99099,-37.8127,1,241450,10555,274.7513027,9.474182852
Upanema,2020-07-20,33,67,-5.64331,-37.2587,3,241460,14659,225.1176751,20.4652432
Várzea,2020-07-20,76,81,-6.34518,-35.37231,5,241470,5500,1381.818182,90.90909091
Venha-Ver,2020-07-20,5,8,-6.32,-38.49093,2,241475,4177,119.7031362,47.88125449
Vera Cruz,2020-07-20,113,30,-6.04383,-35.43211,4,241480,12481,905.3761718,32.04871405
Viçosa,2020-07-20,8,8,-5.99221,-37.94572,,241490,1718,465.6577416,0
Vila Flor,2020-07-20,63,2,-6.31526,-35.07625,,241500,3170,1987.381703,0
Importados,2020-07-20,126,41,,,5,,,,
