municipio,data,confirmado,suspeito,lat,lon
Maxaranguape,2020-03-10,0,0,-5.518319999999959,-35.259219999999964
Montanhas,2020-03-10,0,0,-6.484459999999956,-35.285369999999936
Monte Alegre,2020-03-10,0,0,-6.0724499999999475,-35.33660999999995
Monte das Gameleiras,2020-03-10,0,0,-6.440269999999941,-35.78496999999993
Mossoró,2020-03-10,0,2,-5.1878399999999365,-37.34421999999995
Natal,2020-03-10,0,9,-5.795439999999927,-35.211509999999976
Nova Cruz,2020-03-10,0,0,-6.475229999999954,-35.42883999999998
Nísia Floresta,2020-03-10,0,0,-6.051759999999945,-35.22305999999997
Olho-d'Água do Borges,2020-03-10,0,0,-5.9557499999999655,-37.703629999999976
Parelhas,2020-03-10,0,0,-6.69241999999997,-36.658919999999966
Parnamirim,2020-03-10,0,2,-5.905429999999968,-35.26119999999997
Passa e Fica,2020-03-10,0,0,-6.4354699999999525,-35.64358999999996
Passagem,2020-03-10,0,0,-6.278699999999957,-35.37551999999994
Patu,2020-03-10,0,0,-6.1019399999999555,-37.637299999999975
Pau dos Ferros,2020-03-10,0,0,-6.111899999999935,-38.20614999999998
Pedro Velho,2020-03-10,0,0,-6.438889999999957,-35.221649999999954
Pendências,2020-03-10,0,0,-5.2566399999999485,-36.71898999999996
Pilões,2020-03-10,0,0,-6.267339999999932,-38.04239999999993
Rafael Fernandes,2020-03-10,0,0,-6.193529999999952,-38.22623999999996
Riachuelo,2020-03-10,0,0,-5.810169999999971,-35.82335999999998
Rio do Fogo,2020-03-10,0,0,-5.274719999999945,-35.38252999999997
Ruy Barbosa,2020-03-10,0,0,-5.881059999999933,-35.934789999999964
Santa Cruz,2020-03-10,0,0,-6.22900999999996,-36.021769999999954
Santa Maria,2020-03-10,0,0,-5.839589999999929,-35.68999999999994
Santana do Matos,2020-03-10,0,0,-5.958059999999932,-36.66101999999995
Santo Antônio,2020-03-10,0,0,-6.314239999999927,-35.47337999999996
Serra do Mel,2020-03-10,0,0,-5.174689999999941,-37.038029999999935
São Fernando,2020-03-10,0,0,-6.382319999999937,-37.18699999999996
São Francisco do Oeste,2020-03-10,0,0,-6.000169999999969,-38.16778999999997
São Gonçalo do Amarante,2020-03-10,0,0,-5.7931899999999805,-35.328829999999975
São José de Mipibu,2020-03-10,0,0,-6.073679999999968,-35.237859999999955
São José do Campestre,2020-03-10,0,0,-6.311859999999967,-35.71554999999995
São João do Sabugi,2020-03-10,0,0,-6.716909999999928,-37.20399999999995
São Miguel,2020-03-10,0,0,-6.204529999999977,-38.492969999999964
São Miguel do Gostoso,2020-03-10,0,0,-5.124319999999956,-35.63579999999996
São Paulo do Potengi,2020-03-10,0,0,-5.8928999999999405,-35.756449999999965
Sítio Novo,2020-03-10,0,0,-6.11039999999997,-35.91463999999996
Tibau,2020-03-10,0,0,-4.840939999999931,-37.255699999999926
Tibau do Sul,2020-03-10,0,0,-6.188469999999938,-35.090569999999964
Touros,2020-03-10,0,0,-5.1988699999999435,-35.46049999999997
Umarizal,2020-03-10,0,0,-5.990989999999954,-37.81269999999995
Venha-Ver,2020-03-10,0,0,-6.319999999999937,-38.490929999999935
Vera Cruz,2020-03-10,0,0,-6.043829999999957,-35.432109999999966
Importados,2020-03-10,0,1,,
