municipio,data,confirmado,suspeito,lat,lon,morte,codigo_ibge,populacao_estimada_2019,incidencia,mortalidade
Acari,2020-07-28,44,214,-6.43395,-36.63959,3,240010,11136,395.1149425,26.93965517
Açu,2020-07-28,818,955,-5.57621,-36.91483,40,240020,58017,1409.931572,68.94530913
Afonso Bezerra,2020-07-28,59,58,-5.50095,-36.50317,6,240030,11035,534.6624377,54.37245129
Água Nova,2020-07-28,7,6,-6.20748,-38.29327,,240040,3252,215.2521525,0
Alexandria,2020-07-28,29,42,-6.40831,-38.01499,3,240050,13577,213.5965235,22.09619209
Almino Afonso,2020-07-28,17,31,-6.15239,-37.76711,,240060,4735,359.0285111,0
Alto do Rodrigues,2020-07-28,252,181,-5.29508,-36.76236,11,240070,14529,1734.46211,75.71064767
Angicos,2020-07-28,87,148,-5.67997,-36.60629,3,240080,11714,742.7010415,25.61038074
Antônio Martins,2020-07-28,3,24,-6.21583,-37.88829,1,240090,7145,41.98740378,13.99580126
Apodi,2020-07-28,1180,214,-5.66309,-37.7982,19,240100,35845,3291.951458,53.00599805
Areia Branca,2020-07-28,655,595,-4.95542,-37.13027,47,240110,27774,2358.320732,169.2230143
Arês,2020-07-28,180,263,-6.19552,-35.17176,4,240120,14306,1258.213337,27.96029638
Baía Formosa,2020-07-28,74,48,-6.37124,-35.00528,3,240140,9271,798.1878977,32.35896883
Baraúna,2020-07-28,322,82,-5.07941,-37.61694,11,240145,28374,1134.841757,38.76788609
Barcelona,2020-07-28,27,8,-5.95042,-35.926,,240150,3998,675.3376688,0
Bento Fernandes,2020-07-28,21,9,-5.69366,-35.8213,1,240160,5497,382.0265599,18.19174095
Boa Saúde,2020-07-28,36,41,-6.15681,-35.60446,,240530,10181,353.5998428,0
Bodó,2020-07-28,3,24,-5.98711,-36.41332,,240165,2223,134.9527665,0
Bom Jesus,2020-07-28,93,54,-5.98536,-35.58444,1,240170,10210,910.8716944,9.794319295
Brejinho,2020-07-28,126,82,-6.20412,-35.3654,3,240180,12699,992.2041106,23.62390739
Caiçara do Norte,2020-07-28,75,56,-5.06428,-36.05275,2,240185,6549,1145.21301,30.53901359
Caiçara do Rio do Vento,2020-07-28,60,23,-5.7576,-35.9978,1,240190,3684,1628.664495,27.14440825
