municipio,data,confirmado,suspeito,lat,lon,morte,codigo_ibge,populacao_estimada_2019,incidencia,mortalidade
Felipe Guerra,2020-07-02,83,9,-5.59829,-37.69658,1,240370,5985,1386.800334,16.70843776
Fernando Pedroza,2020-07-02,17,29,-5.69707,-36.53091,,240375,3054,556.6470203,0
Florânia,2020-07-02,33,134,-6.12226,-36.8103,,240380,9116,362.0008776,0
Francisco Dantas,2020-07-02,3,21,-6.08879,-38.12427,,240390,2824,106.2322946,0
Frutuoso Gomes,2020-07-02,5,2,-6.15907,-37.84093,,240400,4068,122.9105211,0
Galinhos,2020-07-02,24,6,-5.09233,-36.27439,,240410,2786,861.4501077,0
Goianinha,2020-07-02,244,156,-6.26803,-35.20846,5,240420,26328,926.7699787,18.99118809
Governador Dix-Sept Rosado,2020-07-02,56,73,-5.45588,-37.51945,,240430,13037,429.5466748,0
Grossos,2020-07-02,161,164,-4.98204,-37.15164,2,240440,10383,1550.611577,19.26225561
Guamaré,2020-07-02,217,287,-5.10822,-36.31985,6,240450,15659,1385.784533,38.31662303
Ielmo Marinho,2020-07-02,78,76,-5.82138,-35.55238,1,240460,13766,566.6133953,7.264274299
Ipanguaçu,2020-07-02,69,104,-5.50835,-36.85966,7,240470,15491,445.4199212,45.18752824
Ipueira,2020-07-02,4,9,-6.8169,-37.1982,,240480,2241,178.4917448,0
Itajá,2020-07-02,103,44,-5.63128,-36.86387,1,240485,7548,1364.599894,13.24854266
Itaú,2020-07-02,17,14,-5.84451,-37.99029,,240490,5878,289.2140184,0
Jaçanã,2020-07-02,67,21,-6.42742,-36.20408,,240500,9133,733.6034162,0
Jandaíra,2020-07-02,39,14,-5.357,-36.12584,1,240510,6878,567.0252981,14.53911021
Janduís,2020-07-02,8,24,-6.01718,-37.40641,1,240520,5268,151.8602885,18.98253607
Japi,2020-07-02,13,20,-6.46597,-35.94585,,240540,5055,257.1711177,0
Jardim de Angicos,2020-07-02,3,6,-5.65155,-35.97139,,240550,2612,114.8545176,0
Jardim de Piranhas,2020-07-02,73,201,-6.37882,-37.35209,2,240560,14837,492.0132102,13.47981398
Jardim do Seridó,2020-07-02,50,47,-6.58731,-36.77304,1,240570,12396,403.3559213,8.067118425
João Câmara,2020-07-02,185,82,-5.54933,-35.81469,2,240580,34955,529.2518953,5.721642111
João Dias,2020-07-02,1,3,-6.27803,-37.79739,,240590,2654,37.67897513,0
José da Penha,2020-07-02,3,4,-6.31884,-38.28444,,240600,5951,50.41169551,0
Jucurutu,2020-07-02,92,272,-6.03196,-37.01604,2,240610,18295,502.8696365,10.93194862
Jundiá,2020-07-02,18,9,-6.26701,-35.32768,,240615,3898,461.7752694,0
Lagoa d'Anta,2020-07-02,56,56,-6.39137,-35.59791,1,240620,6769,827.3009307,14.77323091
Lagoa de Pedras,2020-07-02,15,25,-6.14635,-35.43342,1,240630,7544,198.8335101,13.25556734
Lagoa de Velhos,2020-07-02,40,2,-6.00234,-35.86802,1,240640,2732,1464.128843,36.60322108
Lagoa Nova,2020-07-02,15,10,-6.09447,-36.47148,1,240650,15614,96.06763161,6.404508774
Lagoa Salgada,2020-07-02,33,49,-6.12244,-35.48143,,240660,8245,400.2425713,0
Lajes,2020-07-02,42,154,-5.70114,-36.24449,1,240670,11277,372.4394786,8.867606633
Lajes Pintadas,2020-07-02,53,18,-6.14999,-36.1168,1,240680,4759,1113.679344,21.01281782
Lucrécia,2020-07-02,5,7,-6.11528,-37.81364,,240690,3996,125.1251251,0
Luís Gomes,2020-07-02,16,21,-6.4133,-38.38689,1,240700,10116,158.1652827,9.88533017
Macaíba,2020-07-02,547,1960,-5.85975,-35.3498,25,240710,80792,677.0472324,30.94365779
Macau,2020-07-02,198,196,-5.11261,-36.63449,14,240720,31814,622.3675112,44.00578362
Major Sales,2020-07-02,1,13,-6.40682,-38.32301,,240725,4020,24.87562189,0
Marcelino Vieira,2020-07-02,19,33,-6.29336,-38.16689,,240730,8347,227.6266922,0
Martins,2020-07-02,12,7,-6.09002,-37.91357,,240740,8725,137.5358166,0
Maxaranguape,2020-07-02,62,47,-5.51832,-35.25922,1,240750,12371,501.172096,8.083420904
Messias Targino,2020-07-02,11,6,-6.07799,-37.51304,1,240760,4601,239.0784612,21.73440556
Montanhas,2020-07-02,55,26,-6.48446,-35.28537,2,240770,11251,488.845436,17.77619767
Monte Alegre,2020-07-02,123,96,-6.07245,-35.33661,2,240780,22451,547.8597835,8.908289163
Monte das Gameleiras,2020-07-02,8,20,-6.44027,-35.78497,,240790,2105,380.0475059,0
Mossoró,2020-07-02,3185,2253,-5.18784,-37.34422,131,240800,297378,1071.027447,44.05167834
Natal,2020-07-02,12556,23308,-5.79544,-35.21151,478,240810,884122,1420.165995,54.06493674
Nísia Floresta,2020-07-02,176,135,-6.05176,-35.22306,3,240820,27602,637.634954,10.86877762
Nova Cruz,2020-07-02,275,277,-6.47523,-35.42884,14,240830,37343,736.4164636,37.49029269
Olho-d'Água do Borges,2020-07-02,17,2,-5.95575,-37.70363,,240840,4258,399.2484735,0
Ouro Branco,2020-07-02,21,9,-6.70336,-36.94578,,240850,4812,436.4089776,0
Paraná,2020-07-02,7,2,-6.48408,-38.31216,,240860,4254,164.5510108,0
Paraú,2020-07-02,17,24,-5.77734,-37.1016,1,240870,3768,451.1677282,26.53927813
Parazinho,2020-07-02,44,40,-5.22691,-35.83942,,240880,5237,840.1756731,0
Parelhas,2020-07-02,44,192,-6.69242,-36.65892,,240890,21477,204.8703264,0
Parnamirim,2020-07-02,3370,4789,-5.90543,-35.2612,80,240325,261469,1288.871721,30.59636133
Passa e Fica,2020-07-02,30,29,-6.43547,-35.64359,1,240910,13277,225.9546584,7.531821948
Passagem,2020-07-02,17,12,-6.2787,-35.37552,,240920,3089,550.3399158,0
Patu,2020-07-02,16,18,-6.10194,-37.6373,1,240930,12755,125.4410035,7.840062721
Pau dos Ferros,2020-07-02,56,85,-6.1119,-38.20615,1,240940,30394,184.2468908,3.290123051
Pedra Grande,2020-07-02,30,13,-5.15087,-35.87696,,240950,3237,926.7840593,0
Pedra Preta,2020-07-02,6,7,-5.58167,-36.10432,,240960,2458,244.100895,0
Pedro Avelino,2020-07-02,13,14,-5.5205,-36.38722,,240970,6716,193.5675998,0
Pedro Velho,2020-07-02,28,49,-6.43889,-35.22165,,240980,14806,189.112522,0
Pendências,2020-07-02,193,166,-5.25664,-36.71899,8,240990,15129,1275.695684,52.87857757
Pilões,2020-07-02,18,6,-6.26734,-38.0424,,241000,3838,468.9942678,0
Poço Branco,2020-07-02,126,33,-5.62055,-35.6598,2,241010,15413,817.4917278,12.97605917
Portalegre,2020-07-02,13,17,-6.0247,-37.98744,,241020,7867,165.2472353,0
Porto do Mangue,2020-07-02,41,89,-5.06713,-36.78074,2,241025,6437,636.9426752,31.0703744
Pureza,2020-07-02,73,16,-5.46347,-35.55422,1,241040,9621,758.756886,10.39392994
Rafael Fernandes,2020-07-02,2,6,-6.19353,-38.22624,,241050,5098,39.23107101,0
Rafael Godeiro,2020-07-02,11,26,-6.07699,-37.71655,,241060,3201,343.6426117,0
Riacho da Cruz,2020-07-02,10,6,-5.93638,-37.94869,1,241070,3579,279.4076558,27.94076558
Riacho de Santana,2020-07-02,4,2,-6.26328,-38.31373,,241080,4204,95.14747859,0
Riachuelo,2020-07-02,113,79,-5.81017,-35.82336,2,241090,8128,1390.255906,24.60629921
Rio do Fogo,2020-07-02,60,83,-5.27472,-35.38253,1,240895,10848,553.0973451,9.218289086
Rodolfo Fernandes,2020-07-02,17,10,-5.78972,-38.06058,,241100,4467,380.5686143,0
Ruy Barbosa,2020-07-02,35,33,-5.88106,-35.93479,,241110,3600,972.2222222,0
Santa Cruz,2020-07-02,188,369,-6.22901,-36.02177,2,241120,39674,473.8619751,5.041084841
Santa Maria,2020-07-02,60,111,-5.83959,-35.69,3,240933,5551,1080.886327,54.04431634
Santana do Matos,2020-07-02,29,68,-5.95806,-36.66102,1,241140,12791,226.7219138,7.817997029
Santana do Seridó,2020-07-02,11,6,-6.77131,-36.73417,,241142,2680,410.4477612,0
Santo Antônio,2020-07-02,179,207,-6.31424,-35.47338,10,241150,24136,741.630759,41.43188598
São Bento do Norte,2020-07-02,32,37,-5.06444,-36.03976,,241160,2747,1164.907171,0
São Bento do Trairí,2020-07-02,35,29,-6.34244,-36.08558,,241170,4449,786.693639,0
São Fernando,2020-07-02,6,12,-6.38232,-37.187,1,241180,3584,167.4107143,27.90178571
São Francisco do Oeste,2020-07-02,2,3,-6.00017,-38.16779,,241190,4228,47.30368969,0
São Gonçalo do Amarante,2020-07-02,1532,1111,-5.79319,-35.32883,42,241200,102400,1496.09375,41.015625
São João do Sabugi,2020-07-02,11,15,-6.71691,-37.204,1,241210,6193,177.6198934,16.14726304
São José de Mipibu,2020-07-02,544,788,-6.07368,-35.23786,7,241220,43899,1239.208182,15.94569352
São José do Campestre,2020-07-02,95,97,-6.31186,-35.71555,5,241230,12856,738.9545737,38.89234599
São José do Seridó,2020-07-02,14,19,-6.44938,-36.87973,,241240,4634,302.1148036,0
São Miguel,2020-07-02,56,73,-6.20453,-38.49297,,241250,23519,238.1053616,0
São Miguel do Gostoso,2020-07-02,59,71,-5.12432,-35.6358,3,241255,10282,573.8183233,29.17720288
São Paulo do Potengi,2020-07-02,184,386,-5.8929,-35.75645,6,241260,17579,1046.703453,34.13163434
São Pedro,2020-07-02,40,38,-5.89628,-35.63512,4,241270,5971,669.9045386,66.99045386
São Rafael,2020-07-02,57,128,-5.80286,-36.88586,3,241280,8202,694.9524506,36.57644477
São Tomé,2020-07-02,68,50,-5.97253,-36.07673,1,241290,11055,615.1062867,9.045680687
São Vicente,2020-07-02,17,18,-6.2199,-36.68195,,241300,6424,264.6326276,0
Senador Elói de Souza,2020-07-02,32,16,-6.03667,-35.69078,,241310,6086,525.7969109,0
Senador Georgino Avelino,2020-07-02,18,19,-6.16267,-35.1247,2,241320,4440,405.4054054,45.04504505
Serra Caiada,2020-07-02,51,18,-6.10684,-35.71098,3,241030,10395,490.6204906,28.86002886
Serra de São Bento,2020-07-02,16,14,-6.41752,-35.70425,,241330,5762,277.6813606,0
Serra do Mel,2020-07-02,100,63,-5.17469,-37.03803,2,241335,11938,837.6612498,16.753225
Serra Negra do Norte,2020-07-02,62,42,-6.6659,-37.3996,2,241340,8078,767.5167121,24.75860361
Serrinha,2020-07-02,16,25,-6.27779,-35.49992,,241350,6229,256.8630599,0
Serrinha dos Pintos,2020-07-02,7,3,-6.11266,-37.95583,,241355,4800,145.8333333,0
Severiano Melo,2020-07-02,24,18,-5.78209,-37.95747,,241360,2440,983.6065574,0
Sítio Novo,2020-07-02,10,30,-6.1104,-35.91464,,241370,5522,181.0938066,0
Taboleiro Grande,2020-07-02,9,6,-5.92827,-38.04435,1,241380,2566,350.7404521,38.97116134
Taipu,2020-07-02,57,34,-5.62183,-35.59692,1,241390,12279,464.207183,8.143985667
Tangará,2020-07-02,32,38,-6.19953,-35.8009,2,241400,15727,203.4717365,12.71698353
Tenente Ananias,2020-07-02,28,16,-6.46045,-38.18061,2,241410,10786,259.5957723,18.54255516
Tenente Laurentino Cruz,2020-07-02,26,21,-6.14641,-36.71766,,241415,5952,436.827957,0
Tibau,2020-07-02,47,32,-4.84094,-37.2557,1,241105,4106,1144.666342,24.35460302
Tibau do Sul,2020-07-02,104,32,-6.18847,-35.09057,,241420,14180,733.4273625,0
Timbaúba dos Batistas,2020-07-02,12,16,-6.46438,-37.26717,,241430,2414,497.1002486,0
Touros,2020-07-02,319,83,-5.19887,-35.4605,7,241440,33287,958.3320816,21.02923063
Triunfo Potiguar,2020-07-02,8,9,-5.86708,-37.18546,,241445,3237,247.1424158,0
Umarizal,2020-07-02,28,26,-5.99099,-37.8127,1,241450,10555,265.2771198,9.474182852
Upanema,2020-07-02,18,47,-5.64331,-37.2587,2,241460,14659,122.7914592,13.64349546
Várzea,2020-07-02,47,43,-6.34518,-35.37231,2,241470,5500,854.5454545,36.36363636
Venha-Ver,2020-07-02,5,3,-6.32,-38.49093,2,241475,4177,119.7031362,47.88125449
Vera Cruz,2020-07-02,104,27,-6.04383,-35.43211,2,241480,12481,833.2665652,16.02435702
Viçosa,2020-07-02,5,6,-5.99221,-37.94572,,241490,1718,291.0360885,0
Vila Flor,2020-07-02,35,1,-6.31526,-35.07625,,241500,3170,1104.100946,0
Importados,2020-07-02,65,6,,,5,,,,
