municipio,data,confirmado,suspeito,lat,lon,morte,codigo_ibge,populacao_estimada_2019,incidencia,mortalidade
Caraúbas,2020-07-30,269,94,-5.78784,-37.55911,4,240230,20493,1312.643342,19.5188601
Carnaúba dos Dantas,2020-07-30,28,140,-6.55706,-36.59243,3,240240,8180,342.2982885,36.67481663
Carnaubais,2020-07-30,94,95,-5.34,-36.8305,4,240250,10759,873.6871456,37.17817641
Ceará-Mirim,2020-07-30,657,482,-5.6352,-35.4196,34,240260,73497,893.9140373,46.26039158
Cerro Corá,2020-07-30,25,77,-6.04645,-36.34773,1,240270,11179,223.6335987,8.945343948
Coronel Ezequiel,2020-07-30,31,24,-6.38549,-36.21705,,240280,5506,563.0221576,0
Coronel João Pessoa,2020-07-30,7,9,-6.26176,-38.4442,1,240290,4912,142.5081433,20.35830619
Cruzeta,2020-07-30,37,71,-6.41214,-36.78746,2,240300,7998,462.6156539,25.00625156
Currais Novos,2020-07-30,434,374,-6.25708,-36.51196,11,240310,44786,969.052829,24.56124682
Doutor Severiano,2020-07-30,20,8,-6.09469,-38.37369,1,240320,7076,282.6455625,14.13227812
Encanto,2020-07-30,33,16,-6.11311,-38.30996,4,240330,5638,585.3139411,70.94714438
Equador,2020-07-30,18,14,-6.94464,-36.71772,,240340,6045,297.7667494,0
Espírito Santo,2020-07-30,134,50,-6.33285,-35.31054,6,240350,10505,1275.583056,57.11565921
Extremoz,2020-07-30,433,527,-5.70592,-35.30274,25,240360,28583,1514.886471,87.46457685
Felipe Guerra,2020-07-30,89,11,-5.59829,-37.69658,1,240370,5985,1487.050961,16.70843776
Fernando Pedroza,2020-07-30,19,50,-5.69707,-36.53091,,240375,3054,622.134905,0
Florânia,2020-07-30,73,242,-6.12226,-36.8103,5,240380,9116,800.7898201,54.84861781
Francisco Dantas,2020-07-30,7,32,-6.08879,-38.12427,,240390,2824,247.8753541,0
Frutuoso Gomes,2020-07-30,12,5,-6.15907,-37.84093,,240400,4068,294.9852507,0
Galinhos,2020-07-30,48,8,-5.09233,-36.27439,,240410,2786,1722.900215,0
Goianinha,2020-07-30,337,301,-6.26803,-35.20846,7,240420,26328,1280.006077,26.58766332
Governador Dix-Sept Rosado,2020-07-30,105,92,-5.45588,-37.51945,1,240430,13037,805.4000153,7.670476337
Grossos,2020-07-30,216,242,-4.98204,-37.15164,4,240440,10383,2080.323606,38.52451122
Guamaré,2020-07-30,367,471,-5.10822,-36.31985,13,240450,15659,2343.700109,83.01934989
Ielmo Marinho,2020-07-30,100,104,-5.82138,-35.55238,1,240460,13766,726.4274299,7.264274299
Ipanguaçu,2020-07-30,159,121,-5.50835,-36.85966,10,240470,15491,1026.402427,64.55361177
Ipueira,2020-07-30,7,12,-6.8169,-37.1982,,240480,2241,312.3605533,0
Itajá,2020-07-30,176,112,-5.63128,-36.86387,2,240485,7548,2331.743508,26.49708532
Itaú,2020-07-30,21,28,-5.84451,-37.99029,,240490,5878,357.2643756,0
Jaçanã,2020-07-30,183,47,-6.42742,-36.20408,,240500,9133,2003.722764,0
Jandaíra,2020-07-30,100,45,-5.357,-36.12584,1,240510,6878,1453.911021,14.53911021
Janduís,2020-07-30,44,56,-6.01718,-37.40641,1,240520,5268,835.2315869,18.98253607
Japi,2020-07-30,17,43,-6.46597,-35.94585,1,240540,5055,336.3006924,19.78239367
Jardim de Angicos,2020-07-30,3,6,-5.65155,-35.97139,,240550,2612,114.8545176,0
Jardim de Piranhas,2020-07-30,287,528,-6.37882,-37.35209,9,240560,14837,1934.353306,60.6591629
Jardim do Seridó,2020-07-30,79,85,-6.58731,-36.77304,2,240570,12396,637.3023556,16.13423685
João Câmara,2020-07-30,277,115,-5.54933,-35.81469,4,240580,34955,792.4474324,11.44328422
João Dias,2020-07-30,,4,-6.27803,-37.79739,,240590,2654,0,0
José da Penha,2020-07-30,6,9,-6.31884,-38.28444,,240600,5951,100.823391,0
Jucurutu,2020-07-30,148,441,-6.03196,-37.01604,4,240610,18295,808.9641979,21.86389724
Jundiá,2020-07-30,51,21,-6.26701,-35.32768,1,240615,3898,1308.363263,25.65418163
Lagoa d'Anta,2020-07-30,67,110,-6.39137,-35.59791,3,240620,6769,989.8064707,44.31969272
Lagoa de Pedras,2020-07-30,28,34,-6.14635,-35.43342,4,240630,7544,371.1558855,53.02226935
Lagoa de Velhos,2020-07-30,52,7,-6.00234,-35.86802,1,240640,2732,1903.367496,36.60322108
Lagoa Nova,2020-07-30,42,20,-6.09447,-36.47148,1,240650,15614,268.9893685,6.404508774
Lagoa Salgada,2020-07-30,58,88,-6.12244,-35.48143,2,240660,8245,703.4566404,24.25712553
Lajes,2020-07-30,58,209,-5.70114,-36.24449,1,240670,11277,514.3211847,8.867606633
Lajes Pintadas,2020-07-30,79,22,-6.14999,-36.1168,1,240680,4759,1660.012608,21.01281782
Lucrécia,2020-07-30,5,11,-6.11528,-37.81364,,240690,3996,125.1251251,0
Luís Gomes,2020-07-30,20,58,-6.4133,-38.38689,1,240700,10116,197.7066034,9.88533017
Macaíba,2020-07-30,674,2009,-5.85975,-35.3498,38,240710,80792,834.241014,47.03435984
Macau,2020-07-30,240,206,-5.11261,-36.63449,16,240720,31814,754.384862,50.29232413
Major Sales,2020-07-30,10,94,-6.40682,-38.32301,1,240725,4020,248.7562189,24.87562189
Marcelino Vieira,2020-07-30,28,74,-6.29336,-38.16689,,240730,8347,335.4498622,0
Martins,2020-07-30,15,8,-6.09002,-37.91357,,240740,8725,171.9197708,0
Maxaranguape,2020-07-30,123,61,-5.51832,-35.25922,2,240750,12371,994.2607712,16.16684181
Messias Targino,2020-07-30,53,28,-6.07799,-37.51304,2,240760,4601,1151.923495,43.46881113
Montanhas,2020-07-30,103,32,-6.48446,-35.28537,4,240770,11251,915.4741801,35.55239534
Monte Alegre,2020-07-30,180,118,-6.07245,-35.33661,2,240780,22451,801.7460247,8.908289163
Monte das Gameleiras,2020-07-30,10,22,-6.44027,-35.78497,,240790,2105,475.0593824,0
Mossoró,2020-07-30,4988,3018,-5.18784,-37.34422,179,240800,297378,1677.3265,60.19275131
Natal,2020-07-30,18850,29940,-5.79544,-35.21151,740,240810,884122,2132.058698,83.69885604
Nísia Floresta,2020-07-30,295,196,-6.05176,-35.22306,4,240820,27602,1068.763133,14.4917035
Nova Cruz,2020-07-30,337,296,-6.47523,-35.42884,18,240830,37343,902.4449027,48.20180489
Olho-d'Água do Borges,2020-07-30,25,3,-5.95575,-37.70363,,240840,4258,587.130108,0
Ouro Branco,2020-07-30,22,8,-6.70336,-36.94578,,240850,4812,457.1903574,0
Paraná,2020-07-30,8,6,-6.48408,-38.31216,,240860,4254,188.0582981,0
Paraú,2020-07-30,38,23,-5.77734,-37.1016,1,240870,3768,1008.492569,26.53927813
Parazinho,2020-07-30,63,80,-5.22691,-35.83942,,240880,5237,1202.978805,0
Parelhas,2020-07-30,68,342,-6.69242,-36.65892,,240890,21477,316.6177772,0
Parnamirim,2020-07-30,4885,5973,-5.90543,-35.2612,125,240325,261469,1868.290314,47.80681457
Passa e Fica,2020-07-30,95,67,-6.43547,-35.64359,1,240910,13277,715.523085,7.531821948
Passagem,2020-07-30,28,15,-6.2787,-35.37552,,240920,3089,906.4422143,0
Patu,2020-07-30,22,27,-6.10194,-37.6373,1,240930,12755,172.4813799,7.840062721
Pau dos Ferros,2020-07-30,92,143,-6.1119,-38.20615,2,240940,30394,302.6913207,6.580246101
Pedra Grande,2020-07-30,41,17,-5.15087,-35.87696,,240950,3237,1266.604881,0
Pedra Preta,2020-07-30,6,14,-5.58167,-36.10432,,240960,2458,244.100895,0
Pedro Avelino,2020-07-30,15,24,-5.5205,-36.38722,,240970,6716,223.3472305,0
Pedro Velho,2020-07-30,66,154,-6.43889,-35.22165,1,240980,14806,445.7652303,6.754018641
Pendências,2020-07-30,235,175,-5.25664,-36.71899,13,240990,15129,1553.308216,85.92768855
Pilões,2020-07-30,23,11,-6.26734,-38.0424,,241000,3838,599.2704534,0
Poço Branco,2020-07-30,188,42,-5.62055,-35.6598,3,241010,15413,1219.749562,19.46408876
Portalegre,2020-07-30,31,52,-6.0247,-37.98744,,241020,7867,394.0510995,0
Porto do Mangue,2020-07-30,57,111,-5.06713,-36.78074,3,241025,6437,885.5056703,46.6055616
Pureza,2020-07-30,85,24,-5.46347,-35.55422,1,241040,9621,883.4840453,10.39392994
Rafael Fernandes,2020-07-30,6,26,-6.19353,-38.22624,,241050,5098,117.693213,0
Rafael Godeiro,2020-07-30,15,34,-6.07699,-37.71655,,241060,3201,468.6035614,0
Riacho da Cruz,2020-07-30,12,17,-5.93638,-37.94869,1,241070,3579,335.2891869,27.94076558
Riacho de Santana,2020-07-30,9,3,-6.26328,-38.31373,,241080,4204,214.0818268,0
Riachuelo,2020-07-30,128,111,-5.81017,-35.82336,2,241090,8128,1574.80315,24.60629921
Rio do Fogo,2020-07-30,76,99,-5.27472,-35.38253,4,240895,10848,700.5899705,36.87315634
Rodolfo Fernandes,2020-07-30,22,13,-5.78972,-38.06058,,241100,4467,492.5005597,0
Ruy Barbosa,2020-07-30,36,47,-5.88106,-35.93479,,241110,3600,1000,0
Santa Cruz,2020-07-30,305,578,-6.22901,-36.02177,6,241120,39674,768.7654383,15.12325452
Santa Maria,2020-07-30,66,123,-5.83959,-35.69,4,240933,5551,1188.974959,72.05908845
Santana do Matos,2020-07-30,44,145,-5.95806,-36.66102,2,241140,12791,343.9918693,15.63599406
Santana do Seridó,2020-07-30,15,47,-6.77131,-36.73417,1,241142,2680,559.7014925,37.31343284
Santo Antônio,2020-07-30,279,301,-6.31424,-35.47338,11,241150,24136,1155.949619,45.57507458
São Bento do Norte,2020-07-30,53,51,-5.06444,-36.03976,,241160,2747,1929.377503,0
São Bento do Trairí,2020-07-30,48,30,-6.34244,-36.08558,1,241170,4449,1078.894134,22.47696111
São Fernando,2020-07-30,10,43,-6.38232,-37.187,1,241180,3584,279.0178571,27.90178571
São Francisco do Oeste,2020-07-30,7,4,-6.00017,-38.16779,,241190,4228,165.5629139,0
São Gonçalo do Amarante,2020-07-30,1874,1417,-5.79319,-35.32883,68,241200,102400,1830.078125,66.40625
São João do Sabugi,2020-07-30,20,48,-6.71691,-37.204,2,241210,6193,322.9452608,32.29452608
São José de Mipibu,2020-07-30,785,1551,-6.07368,-35.23786,13,241220,43899,1788.195631,29.61343083
São José do Campestre,2020-07-30,155,258,-6.31186,-35.71555,7,241230,12856,1205.662726,54.44928438
São José do Seridó,2020-07-30,28,56,-6.44938,-36.87973,,241240,4634,604.2296073,0
São Miguel,2020-07-30,90,108,-6.20453,-38.49297,2,241250,23519,382.6693312,8.503762915
São Miguel do Gostoso,2020-07-30,111,119,-5.12432,-35.6358,9,241255,10282,1079.556507,87.53160864
São Paulo do Potengi,2020-07-30,202,486,-5.8929,-35.75645,8,241260,17579,1149.098356,45.50884578
São Pedro,2020-07-30,85,48,-5.89628,-35.63512,4,241270,5971,1423.547145,66.99045386
São Rafael,2020-07-30,127,195,-5.80286,-36.88586,3,241280,8202,1548.402829,36.57644477
São Tomé,2020-07-30,79,121,-5.97253,-36.07673,3,241290,11055,714.6087743,27.13704206
São Vicente,2020-07-30,23,56,-6.2199,-36.68195,,241300,6424,358.0323786,0
Senador Elói de Souza,2020-07-30,44,34,-6.03667,-35.69078,,241310,6086,722.9707525,0
Senador Georgino Avelino,2020-07-30,29,30,-6.16267,-35.1247,2,241320,4440,653.1531532,45.04504505
Serra Caiada,2020-07-30,80,37,-6.10684,-35.71098,4,241030,10395,769.6007696,38.48003848
Serra de São Bento,2020-07-30,25,16,-6.41752,-35.70425,,241330,5762,433.877126,0
Serra do Mel,2020-07-30,121,119,-5.17469,-37.03803,7,241335,11938,1013.570112,58.63628749
Serra Negra do Norte,2020-07-30,128,96,-6.6659,-37.3996,6,241340,8078,1584.550631,74.27581084
Serrinha,2020-07-30,32,52,-6.27779,-35.49992,,241350,6229,513.7261198,0
Serrinha dos Pintos,2020-07-30,8,4,-6.11266,-37.95583,,241355,4800,166.6666667,0
Severiano Melo,2020-07-30,30,53,-5.78209,-37.95747,,241360,2440,1229.508197,0
Sítio Novo,2020-07-30,16,66,-6.1104,-35.91464,1,241370,5522,289.7500905,18.10938066
Taboleiro Grande,2020-07-30,12,24,-5.92827,-38.04435,1,241380,2566,467.6539361,38.97116134
Taipu,2020-07-30,90,61,-5.62183,-35.59692,3,241390,12279,732.95871,24.431957
Tangará,2020-07-30,51,77,-6.19953,-35.8009,2,241400,15727,324.2830801,12.71698353
Tenente Ananias,2020-07-30,72,60,-6.46045,-38.18061,3,241410,10786,667.5319859,27.81383275
Tenente Laurentino Cruz,2020-07-30,29,44,-6.14641,-36.71766,,241415,5952,487.2311828,0
Tibau,2020-07-30,58,35,-4.84094,-37.2557,3,241105,4106,1412.566975,73.06380906
Tibau do Sul,2020-07-30,184,51,-6.18847,-35.09057,,241420,14180,1297.602257,0
Timbaúba dos Batistas,2020-07-30,18,41,-6.46438,-37.26717,,241430,2414,745.6503728,0
Touros,2020-07-30,377,112,-5.19887,-35.4605,17,241440,33287,1132.574278,51.07098867
Triunfo Potiguar,2020-07-30,15,18,-5.86708,-37.18546,1,241445,3237,463.3920297,30.89280198
Umarizal,2020-07-30,32,81,-5.99099,-37.8127,1,241450,10555,303.1738513,9.474182852
Upanema,2020-07-30,52,91,-5.64331,-37.2587,5,241460,14659,354.7308821,34.10873866
Várzea,2020-07-30,80,91,-6.34518,-35.37231,5,241470,5500,1454.545455,90.90909091
Venha-Ver,2020-07-30,6,8,-6.32,-38.49093,2,241475,4177,143.6437635,47.88125449
Vera Cruz,2020-07-30,114,34,-6.04383,-35.43211,6,241480,12481,913.3883503,48.07307107
Viçosa,2020-07-30,8,8,-5.99221,-37.94572,,241490,1718,465.6577416,0
Vila Flor,2020-07-30,73,2,-6.31526,-35.07625,,241500,3170,2302.839117,0
Importados,2020-07-30,145,39,,,6,,,,
