municipio,data,confirmado,suspeito,lat,lon,morte,codigo_ibge,populacao_estimada_2019,incidencia,mortalidade
Acari,2020-06-30,25,101,-6.43395,-36.63959,1,240010,11136,224.4971264,8.979885057
Açu,2020-06-30,430,390,-5.57621,-36.91483,17,240020,58017,741.1620732,29.30175638
Afonso Bezerra,2020-06-30,46,25,-5.50095,-36.50317,4,240030,11035,416.8554599,36.24830086
Água Nova,2020-06-30,1,1,-6.20748,-38.29327,,240040,3252,30.7503075,0
Alexandria,2020-06-30,14,23,-6.40831,-38.01499,2,240050,13577,103.1155631,14.73079473
Almino Afonso,2020-06-30,14,15,-6.15239,-37.76711,,240060,4735,295.6705385,0
Alto do Rodrigues,2020-06-30,188,97,-5.29508,-36.76236,6,240070,14529,1293.963797,41.29671691
Angicos,2020-06-30,77,102,-5.67997,-36.60629,2,240080,11714,657.3331057,17.07358716
Antônio Martins,2020-06-30,3,9,-6.21583,-37.88829,1,240090,7145,41.98740378,13.99580126
Apodi,2020-06-30,755,128,-5.66309,-37.7982,9,240100,35845,2106.290975,25.10810434
Areia Branca,2020-06-30,560,520,-4.95542,-37.13027,38,240110,27774,2016.274213,136.8186073
Arês,2020-06-30,90,136,-6.19552,-35.17176,,240120,14306,629.1066685,0
Baía Formosa,2020-06-30,27,32,-6.37124,-35.00528,1,240140,9271,291.2307194,10.78632294
Baraúna,2020-06-30,219,72,-5.07941,-37.61694,9,240145,28374,771.8333686,31.71917953
Barcelona,2020-06-30,14,8,-5.95042,-35.926,,240150,3998,350.1750875,0
Bento Fernandes,2020-06-30,10,8,-5.69366,-35.8213,,240160,5497,181.9174095,0
Boa Saúde,2020-06-30,14,27,-6.15681,-35.60446,,240530,10181,137.51105,0
Bodó,2020-06-30,2,11,-5.98711,-36.41332,,240165,2223,89.96851102,0
Bom Jesus,2020-06-30,56,45,-5.98536,-35.58444,2,240170,10210,548.4818805,19.58863859
Brejinho,2020-06-30,58,57,-6.20412,-35.3654,1,240180,12699,456.7288763,7.874635798
Caiçara do Norte,2020-06-30,43,32,-5.06428,-36.05275,1,240185,6549,656.5887922,15.26950679
Caiçara do Rio do Vento,2020-06-30,46,15,-5.7576,-35.9978,1,240190,3684,1248.64278,27.14440825
Caicó,2020-06-30,324,709,-6.46037,-37.09819,5,240200,67952,476.807158,7.358135154
Campo Grande,2020-06-30,13,4,-5.86221,-37.31171,,240130,9655,134.6452615,0
Campo Redondo,2020-06-30,49,5,-6.24361,-36.18325,,240210,11217,436.8369439,0
Canguaretama,2020-06-30,143,149,-6.37781,-35.13433,10,240220,34276,417.2015404,29.1749329
Caraúbas,2020-06-30,147,74,-5.78784,-37.55911,,240230,20493,717.3181086,0
Carnaúba dos Dantas,2020-06-30,21,100,-6.55706,-36.59243,2,240240,8180,256.7237164,24.44987775
Carnaubais,2020-06-30,61,37,-5.34,-36.8305,2,240250,10759,566.9671903,18.58908821
Ceará-Mirim,2020-06-30,461,378,-5.6352,-35.4196,24,240260,73497,627.2364858,32.65439406
Cerro Corá,2020-06-30,13,50,-6.04645,-36.34773,1,240270,11179,116.2894713,8.945343948
Coronel Ezequiel,2020-06-30,20,4,-6.38549,-36.21705,,240280,5506,363.2401017,0
Coronel João Pessoa,2020-06-30,6,8,-6.26176,-38.4442,1,240290,4912,122.1498371,20.35830619
Cruzeta,2020-06-30,16,32,-6.41214,-36.78746,,240300,7998,200.0500125,0
Currais Novos,2020-06-30,182,201,-6.25708,-36.51196,4,240310,44786,406.3769928,8.931362479
Doutor Severiano,2020-06-30,16,6,-6.09469,-38.37369,1,240320,7076,226.11645,14.13227812
Encanto,2020-06-30,20,13,-6.11311,-38.30996,2,240330,5638,354.7357219,35.47357219
Equador,2020-06-30,7,7,-6.94464,-36.71772,,240340,6045,115.7981803,0
Espírito Santo,2020-06-30,62,29,-6.33285,-35.31054,1,240350,10505,590.1951452,9.519276535
Extremoz,2020-06-30,310,316,-5.70592,-35.30274,11,240360,28583,1084.560753,38.48441381
Felipe Guerra,2020-06-30,81,9,-5.59829,-37.69658,1,240370,5985,1353.383459,16.70843776
Fernando Pedroza,2020-06-30,17,26,-5.69707,-36.53091,,240375,3054,556.6470203,0
Florânia,2020-06-30,32,112,-6.12226,-36.8103,,240380,9116,351.031154,0
Francisco Dantas,2020-06-30,3,21,-6.08879,-38.12427,,240390,2824,106.2322946,0
Frutuoso Gomes,2020-06-30,4,2,-6.15907,-37.84093,,240400,4068,98.32841691,0
Galinhos,2020-06-30,23,6,-5.09233,-36.27439,,240410,2786,825.5563532,0
Goianinha,2020-06-30,230,136,-6.26803,-35.20846,4,240420,26328,873.5946521,15.19295047
Governador Dix-Sept Rosado,2020-06-30,54,66,-5.45588,-37.51945,,240430,13037,414.2057222,0
Grossos,2020-06-30,148,151,-4.98204,-37.15164,1,240440,10383,1425.406915,9.631127805
Guamaré,2020-06-30,200,219,-5.10822,-36.31985,5,240450,15659,1277.220768,31.93051919
Ielmo Marinho,2020-06-30,72,72,-5.82138,-35.55238,1,240460,13766,523.0277495,7.264274299
Ipanguaçu,2020-06-30,60,89,-5.50835,-36.85966,7,240470,15491,387.3216706,45.18752824
Ipueira,2020-06-30,4,8,-6.8169,-37.1982,,240480,2241,178.4917448,0
Itajá,2020-06-30,96,35,-5.63128,-36.86387,1,240485,7548,1271.860095,13.24854266
Itaú,2020-06-30,17,13,-5.84451,-37.99029,,240490,5878,289.2140184,0
Jaçanã,2020-06-30,54,20,-6.42742,-36.20408,,240500,9133,591.2624548,0
Jandaíra,2020-06-30,39,13,-5.357,-36.12584,1,240510,6878,567.0252981,14.53911021
Janduís,2020-06-30,8,18,-6.01718,-37.40641,1,240520,5268,151.8602885,18.98253607
Japi,2020-06-30,13,20,-6.46597,-35.94585,,240540,5055,257.1711177,0
Jardim de Angicos,2020-06-30,3,6,-5.65155,-35.97139,,240550,2612,114.8545176,0
Jardim de Piranhas,2020-06-30,66,175,-6.37882,-37.35209,2,240560,14837,444.8338613,13.47981398
Jardim do Seridó,2020-06-30,45,46,-6.58731,-36.77304,1,240570,12396,363.0203291,8.067118425
João Câmara,2020-06-30,168,78,-5.54933,-35.81469,2,240580,34955,480.6179373,5.721642111
João Dias,2020-06-30,,3,-6.27803,-37.79739,,240590,2654,0,0
José da Penha,2020-06-30,3,4,-6.31884,-38.28444,,240600,5951,50.41169551,0
Jucurutu,2020-06-30,88,257,-6.03196,-37.01604,2,240610,18295,481.0057393,10.93194862
Jundiá,2020-06-30,15,9,-6.26701,-35.32768,,240615,3898,384.8127245,0
Lagoa d'Anta,2020-06-30,49,52,-6.39137,-35.59791,1,240620,6769,723.8883144,14.77323091
Lagoa de Pedras,2020-06-30,15,22,-6.14635,-35.43342,1,240630,7544,198.8335101,13.25556734
Lagoa de Velhos,2020-06-30,37,2,-6.00234,-35.86802,1,240640,2732,1354.31918,36.60322108
Lagoa Nova,2020-06-30,14,11,-6.09447,-36.47148,1,240650,15614,89.66312284,6.404508774
Lagoa Salgada,2020-06-30,33,40,-6.12244,-35.48143,,240660,8245,400.2425713,0
Lajes,2020-06-30,41,131,-5.70114,-36.24449,1,240670,11277,363.571872,8.867606633
Lajes Pintadas,2020-06-30,51,18,-6.14999,-36.1168,1,240680,4759,1071.653709,21.01281782
Lucrécia,2020-06-30,5,6,-6.11528,-37.81364,,240690,3996,125.1251251,0
Luís Gomes,2020-06-30,16,20,-6.4133,-38.38689,1,240700,10116,158.1652827,9.88533017
Macaíba,2020-06-30,522,1941,-5.85975,-35.3498,23,240710,80792,646.1035746,28.46816516
Macau,2020-06-30,190,193,-5.11261,-36.63449,14,240720,31814,597.2213491,44.00578362
Major Sales,2020-06-30,1,13,-6.40682,-38.32301,,240725,4020,24.87562189,0
Marcelino Vieira,2020-06-30,17,21,-6.29336,-38.16689,,240730,8347,203.6659878,0
Martins,2020-06-30,12,6,-6.09002,-37.91357,,240740,8725,137.5358166,0
Maxaranguape,2020-06-30,57,33,-5.51832,-35.25922,1,240750,12371,460.7549915,8.083420904
Messias Targino,2020-06-30,11,6,-6.07799,-37.51304,1,240760,4601,239.0784612,21.73440556
Montanhas,2020-06-30,51,23,-6.48446,-35.28537,2,240770,11251,453.2930406,17.77619767
Monte Alegre,2020-06-30,115,93,-6.07245,-35.33661,2,240780,22451,512.2266269,8.908289163
Monte das Gameleiras,2020-06-30,7,16,-6.44027,-35.78497,,240790,2105,332.5415677,0
Mossoró,2020-06-30,2853,2116,-5.18784,-37.34422,126,240800,297378,959.3850251,42.37031657
Natal,2020-06-30,11603,22043,-5.79544,-35.21151,442,240810,884122,1312.375441,49.9931005
Nísia Floresta,2020-06-30,162,128,-6.05176,-35.22306,3,240820,27602,586.9139917,10.86877762
Nova Cruz,2020-06-30,249,277,-6.47523,-35.42884,14,240830,37343,666.7916343,37.49029269
Olho-d'Água do Borges,2020-06-30,17,2,-5.95575,-37.70363,,240840,4258,399.2484735,0
Ouro Branco,2020-06-30,21,8,-6.70336,-36.94578,,240850,4812,436.4089776,0
Paraná,2020-06-30,7,1,-6.48408,-38.31216,,240860,4254,164.5510108,0
Paraú,2020-06-30,17,20,-5.77734,-37.1016,1,240870,3768,451.1677282,26.53927813
Parazinho,2020-06-30,37,39,-5.22691,-35.83942,,240880,5237,706.5113615,0
Parelhas,2020-06-30,40,167,-6.69242,-36.65892,,240890,21477,186.2457513,0
Parnamirim,2020-06-30,2918,4591,-5.90543,-35.2612,78,240325,261469,1116.002279,29.83145229
Passa e Fica,2020-06-30,25,23,-6.43547,-35.64359,1,240910,13277,188.2955487,7.531821948
Passagem,2020-06-30,17,11,-6.2787,-35.37552,,240920,3089,550.3399158,0
Patu,2020-06-30,16,18,-6.10194,-37.6373,1,240930,12755,125.4410035,7.840062721
Pau dos Ferros,2020-06-30,51,81,-6.1119,-38.20615,1,240940,30394,167.7962756,3.290123051
Pedra Grande,2020-06-30,29,10,-5.15087,-35.87696,,240950,3237,895.8912573,0
Pedra Preta,2020-06-30,6,8,-5.58167,-36.10432,,240960,2458,244.100895,0
Pedro Avelino,2020-06-30,13,12,-5.5205,-36.38722,,240970,6716,193.5675998,0
Pedro Velho,2020-06-30,26,41,-6.43889,-35.22165,,240980,14806,175.6044847,0
Pendências,2020-06-30,171,166,-5.25664,-36.71899,8,240990,15129,1130.279595,52.87857757
Pilões,2020-06-30,17,5,-6.26734,-38.0424,,241000,3838,442.9390307,0
Poço Branco,2020-06-30,114,26,-5.62055,-35.6598,2,241010,15413,739.6353727,12.97605917
Portalegre,2020-06-30,11,10,-6.0247,-37.98744,,241020,7867,139.8245837,0
Porto do Mangue,2020-06-30,39,88,-5.06713,-36.78074,2,241025,6437,605.8723008,31.0703744
Pureza,2020-06-30,70,17,-5.46347,-35.55422,1,241040,9621,727.5750961,10.39392994
Rafael Fernandes,2020-06-30,2,6,-6.19353,-38.22624,,241050,5098,39.23107101,0
Rafael Godeiro,2020-06-30,11,20,-6.07699,-37.71655,,241060,3201,343.6426117,0
Riacho da Cruz,2020-06-30,10,5,-5.93638,-37.94869,1,241070,3579,279.4076558,27.94076558
Riacho de Santana,2020-06-30,,2,-6.26328,-38.31373,,241080,4204,0,0
Riachuelo,2020-06-30,108,73,-5.81017,-35.82336,1,241090,8128,1328.740157,12.30314961
Rio do Fogo,2020-06-30,56,77,-5.27472,-35.38253,1,240895,10848,516.2241888,9.218289086
Rodolfo Fernandes,2020-06-30,17,10,-5.78972,-38.06058,,241100,4467,380.5686143,0
Ruy Barbosa,2020-06-30,33,29,-5.88106,-35.93479,,241110,3600,916.6666667,0
Santa Cruz,2020-06-30,177,363,-6.22901,-36.02177,2,241120,39674,446.1360085,5.041084841
Santa Maria,2020-06-30,58,106,-5.83959,-35.69,3,240933,5551,1044.856783,54.04431634
Santana do Matos,2020-06-30,28,54,-5.95806,-36.66102,1,241140,12791,218.9039168,7.817997029
Santana do Seridó,2020-06-30,11,6,-6.77131,-36.73417,,241142,2680,410.4477612,0
Santo Antônio,2020-06-30,170,204,-6.31424,-35.47338,8,241150,24136,704.3420617,33.14550878
São Bento do Norte,2020-06-30,32,34,-5.06444,-36.03976,,241160,2747,1164.907171,0
São Bento do Trairí,2020-06-30,32,29,-6.34244,-36.08558,,241170,4449,719.2627557,0
São Fernando,2020-06-30,6,11,-6.38232,-37.187,1,241180,3584,167.4107143,27.90178571
São Francisco do Oeste,2020-06-30,2,2,-6.00017,-38.16779,,241190,4228,47.30368969,0
São Gonçalo do Amarante,2020-06-30,1472,1090,-5.79319,-35.32883,41,241200,102400,1437.5,40.0390625
São João do Sabugi,2020-06-30,11,12,-6.71691,-37.204,1,241210,6193,177.6198934,16.14726304
São José de Mipibu,2020-06-30,471,652,-6.07368,-35.23786,7,241220,43899,1072.917379,15.94569352
São José do Campestre,2020-06-30,82,66,-6.31186,-35.71555,3,241230,12856,637.8344742,23.33540759
São José do Seridó,2020-06-30,13,19,-6.44938,-36.87973,,241240,4634,280.5351748,0
São Miguel,2020-06-30,53,72,-6.20453,-38.49297,,241250,23519,225.3497172,0
São Miguel do Gostoso,2020-06-30,56,69,-5.12432,-35.6358,2,241255,10282,544.6411204,19.45146859
São Paulo do Potengi,2020-06-30,180,372,-5.8929,-35.75645,6,241260,17579,1023.94903,34.13163434
São Pedro,2020-06-30,39,38,-5.89628,-35.63512,4,241270,5971,653.1569251,66.99045386
São Rafael,2020-06-30,54,114,-5.80286,-36.88586,3,241280,8202,658.3760059,36.57644477
São Tomé,2020-06-30,67,44,-5.97253,-36.07673,1,241290,11055,606.0606061,9.045680687
São Vicente,2020-06-30,16,16,-6.2199,-36.68195,,241300,6424,249.0660025,0
Senador Elói de Souza,2020-06-30,26,17,-6.03667,-35.69078,,241310,6086,427.2099901,0
Senador Georgino Avelino,2020-06-30,16,19,-6.16267,-35.1247,2,241320,4440,360.3603604,45.04504505
Serra Caiada,2020-06-30,49,18,-6.10684,-35.71098,3,241030,10395,471.3804714,28.86002886
Serra de São Bento,2020-06-30,16,14,-6.41752,-35.70425,,241330,5762,277.6813606,0
Serra do Mel,2020-06-30,98,58,-5.17469,-37.03803,2,241335,11938,820.9080248,16.753225
Serra Negra do Norte,2020-06-30,54,28,-6.6659,-37.3996,1,241340,8078,668.4822976,12.37930181
Serrinha,2020-06-30,14,25,-6.27779,-35.49992,,241350,6229,224.7551774,0
Serrinha dos Pintos,2020-06-30,7,3,-6.11266,-37.95583,,241355,4800,145.8333333,0
Severiano Melo,2020-06-30,24,10,-5.78209,-37.95747,,241360,2440,983.6065574,0
Sítio Novo,2020-06-30,8,27,-6.1104,-35.91464,,241370,5522,144.8750453,0
Taboleiro Grande,2020-06-30,9,5,-5.92827,-38.04435,1,241380,2566,350.7404521,38.97116134
Taipu,2020-06-30,53,27,-5.62183,-35.59692,1,241390,12279,431.6312403,8.143985667
Tangará,2020-06-30,28,42,-6.19953,-35.8009,2,241400,15727,178.0377694,12.71698353
Tenente Ananias,2020-06-30,28,10,-6.46045,-38.18061,2,241410,10786,259.5957723,18.54255516
Tenente Laurentino Cruz,2020-06-30,25,19,-6.14641,-36.71766,,241415,5952,420.0268817,0
Tibau,2020-06-30,45,31,-4.84094,-37.2557,1,241105,4106,1095.957136,24.35460302
Tibau do Sul,2020-06-30,95,29,-6.18847,-35.09057,,241420,14180,669.9576869,0
Timbaúba dos Batistas,2020-06-30,12,9,-6.46438,-37.26717,,241430,2414,497.1002486,0
Touros,2020-06-30,297,78,-5.19887,-35.4605,7,241440,33287,892.2402139,21.02923063
Triunfo Potiguar,2020-06-30,8,9,-5.86708,-37.18546,,241445,3237,247.1424158,0
Umarizal,2020-06-30,28,26,-5.99099,-37.8127,1,241450,10555,265.2771198,9.474182852
Upanema,2020-06-30,17,40,-5.64331,-37.2587,2,241460,14659,115.9697114,13.64349546
Várzea,2020-06-30,44,29,-6.34518,-35.37231,2,241470,5500,800,36.36363636
Venha-Ver,2020-06-30,4,3,-6.32,-38.49093,1,241475,4177,95.76250898,23.94062724
Vera Cruz,2020-06-30,97,25,-6.04383,-35.43211,2,241480,12481,777.1813156,16.02435702
Viçosa,2020-06-30,5,5,-5.99221,-37.94572,,241490,1718,291.0360885,0
Vila Flor,2020-06-30,34,1,-6.31526,-35.07625,,241500,3170,1072.555205,0
Importados,2020-06-30,65,6,,,5,,,,
